MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
20,6,80,11844,2,3,2,1,1,1,1,23,3,3,1,1,8,5,2008,2008,4,2,15,15,5,464,2,3,3,1,3,3,6,0,6,0,2046,2046,2,1,2,1,2046,0,0,2046,0,0,2,1,3,1,2,7,1,1,2,2,2008,1,3,834,3,3,1,322,82,0,0,0,0,5,5,6,0,7,2009,4,6,372500
20,6,0,9945,2,3,2,1,1,1,1,20,3,3,1,1,5,5,1961,1961,4,2,16,16,2,57,3,3,2,3,3,4,4,827,6,0,161,988,2,3,2,1,988,0,0,988,1,0,1,0,3,1,3,5,1,0,6,6,1963,3,2,572,3,3,1,0,0,0,0,0,0,5,5,6,0,10,2007,1,1,128500
120,6,50,8012,2,3,1,1,1,1,1,21,3,3,4,1,6,5,1980,1980,2,2,11,11,4,0,3,3,2,2,3,4,3,543,3,119,261,923,2,3,2,1,923,0,0,923,0,0,2,0,2,1,3,5,1,1,3,2,1980,2,1,264,3,3,1,80,0,0,0,0,0,5,5,6,0,5,2010,1,1,143000
50,5,55,4500,2,2,3,2,1,1,1,19,3,3,1,2,5,5,1932,2000,2,2,15,14,4,0,3,3,1,3,3,4,4,182,6,0,611,793,2,1,2,1,848,672,0,1520,0,0,1,0,3,1,3,6,1,0,6,6,1968,3,1,281,3,3,1,0,0,56,0,0,0,5,5,6,0,7,2009,1,2,159434
120,6,0,2887,2,3,1,3,1,1,1,5,3,3,1,1,6,5,1996,1997,2,2,16,16,4,0,3,3,3,2,3,3,1,1003,6,0,288,1291,2,1,2,1,1291,0,0,1291,1,0,1,0,2,1,2,6,1,1,2,2,1996,3,2,431,3,3,1,307,0,0,0,0,0,5,5,6,0,11,2008,1,1,173000
20,6,90,11248,2,3,2,1,1,2,1,6,3,3,1,1,9,5,2002,2002,4,2,15,15,5,215,2,3,3,2,3,2,1,1059,6,0,567,1626,2,1,2,1,1668,0,0,1668,1,0,2,0,3,1,2,7,1,1,3,2,2002,1,3,702,3,3,1,257,45,0,0,0,0,5,5,6,0,7,2007,1,1,285000
60,6,58,16770,2,3,3,1,1,3,1,14,3,3,1,4,7,5,1998,1998,2,2,15,15,2,30,2,3,3,2,3,4,6,0,6,0,1195,1195,2,2,2,1,1195,644,0,1839,0,0,2,1,4,1,3,7,1,0,6,2,1998,1,2,486,3,3,1,0,81,0,0,0,0,5,5,6,0,6,2010,1,1,221000
160,6,0,5062,2,3,2,1,1,3,1,23,3,3,4,4,7,5,1984,1984,2,2,7,7,4,0,2,3,2,2,3,3,1,828,5,182,180,1190,2,2,2,1,1190,900,0,2090,1,0,2,0,3,1,2,6,2,1,3,2,1984,1,2,577,3,3,1,219,0,0,0,0,0,5,5,6,0,9,2007,1,1,207500
60,3,84,10207,2,3,1,1,1,1,1,22,3,3,1,4,7,6,2007,2007,2,2,15,15,4,0,2,3,3,2,3,4,6,0,6,0,874,874,2,1,2,1,874,887,0,1761,0,0,3,0,3,1,2,7,1,0,6,2,2007,1,2,578,3,3,1,144,105,0,0,0,0,5,5,6,0,8,2007,4,6,227875
160,3,0,5105,2,3,3,1,1,4,1,22,3,3,4,4,7,5,2004,2004,2,2,9,9,4,0,2,3,3,2,3,4,1,239,6,0,312,551,2,1,2,1,551,551,0,1102,0,0,2,1,2,1,2,4,1,0,6,6,2004,3,2,480,3,3,1,0,60,0,0,0,0,5,5,6,0,3,2007,1,1,148800
20,6,60,8089,2,3,1,3,1,1,1,23,3,3,1,1,8,6,2007,2007,2,2,9,9,2,0,2,3,3,2,3,2,1,945,6,0,474,1419,2,1,2,1,1419,0,0,1419,1,0,2,0,2,1,2,7,1,1,2,2,2007,2,2,567,3,3,1,140,0,0,0,0,0,5,5,6,0,10,2007,4,6,392000
120,6,61,7577,2,3,2,1,1,2,1,16,3,3,4,1,6,5,2005,2006,2,2,15,15,5,256,2,3,3,2,3,2,2,20,6,0,1342,1362,2,1,2,1,1362,0,0,1362,0,0,2,0,2,1,2,6,1,1,2,2,2005,2,2,460,3,3,1,192,28,0,0,0,0,5,5,6,0,6,2007,1,1,194700
120,8,0,4426,2,3,1,1,1,1,1,6,3,3,4,1,6,5,2004,2004,2,2,15,15,2,147,2,3,3,2,3,1,1,697,6,0,151,848,2,1,2,1,848,0,0,848,1,0,1,0,1,1,2,3,1,1,3,2,2004,2,2,420,3,3,1,149,0,0,0,0,0,5,5,6,0,5,2008,1,1,141000
60,6,104,21535,2,3,2,1,1,2,1,14,3,3,1,4,10,6,1994,1995,2,8,7,7,2,1170,1,3,3,1,3,1,1,1455,6,0,989,2444,2,1,2,1,2444,1872,0,4316,0,1,3,1,4,1,1,10,1,2,1,2,1994,1,3,832,3,3,1,382,50,0,0,0,0,5,5,6,0,1,2007,1,1,755000
60,6,42,26178,2,3,2,1,1,1,2,24,3,3,1,4,7,5,1989,1990,4,2,9,9,2,293,2,3,3,2,3,1,1,965,6,0,245,1210,2,1,2,1,1238,1281,0,2519,1,0,2,1,4,1,2,9,1,2,2,2,1989,2,2,628,3,3,1,320,27,0,0,0,0,5,5,6,0,4,2006,1,1,335000
30,6,60,5400,2,3,1,1,1,2,3,18,3,3,1,1,5,6,1921,1968,2,2,9,9,4,0,3,3,1,3,3,4,6,0,6,0,1073,1073,2,1,2,1,1073,0,0,1073,0,0,1,0,2,1,3,4,1,0,6,6,1968,3,1,326,3,3,1,0,0,112,0,0,0,5,5,6,0,12,2006,1,2,108480
50,8,51,6120,2,3,1,1,1,2,1,4,3,3,1,2,5,6,1936,1950,2,2,16,16,4,0,3,4,1,3,3,4,6,0,6,0,927,927,2,3,2,1,1067,472,0,1539,0,0,1,1,3,1,3,5,1,0,6,6,1995,3,2,576,3,3,1,112,0,0,0,0,0,5,2,6,0,4,2009,1,1,141500
20,6,54,13811,2,3,2,1,1,1,1,24,3,3,1,1,6,6,1987,1987,2,2,7,7,2,72,3,3,2,2,2,4,1,980,5,40,92,1112,2,2,2,1,1137,0,0,1137,1,0,2,0,2,1,2,5,1,1,3,2,1987,3,2,551,3,3,1,125,0,0,0,0,0,5,5,6,0,7,2006,1,1,176000
30,8,50,6000,2,3,1,1,1,1,1,4,3,3,1,1,5,7,1921,1950,2,2,16,17,4,0,3,3,2,3,3,4,5,616,6,0,0,616,2,2,2,1,616,0,0,616,0,0,1,0,2,1,3,4,1,0,6,6,1921,3,1,205,3,3,1,0,0,129,0,0,0,5,5,6,0,6,2006,1,1,89000
20,6,57,6420,2,3,2,1,1,1,1,8,3,3,1,1,5,7,1952,1952,2,2,16,16,4,0,3,3,3,1,2,3,5,210,2,551,219,980,2,4,2,2,1148,0,0,1148,0,1,1,0,2,1,3,6,1,0,6,6,1952,3,1,308,3,3,1,0,0,0,0,0,0,5,5,6,0,9,2006,1,1,123500
20,6,65,8450,2,3,1,1,1,1,1,20,9,3,1,1,5,8,1965,2009,2,2,9,9,4,0,3,2,2,3,3,4,1,553,3,117,224,894,2,1,2,1,894,0,0,894,1,0,1,0,3,1,3,5,1,1,2,6,1973,3,1,336,3,3,1,416,144,0,0,0,0,5,2,6,0,4,2010,1,1,138500
120,3,59,4282,2,2,3,1,1,1,1,22,3,3,4,1,7,5,2004,2004,2,2,9,9,4,0,2,3,3,2,3,3,1,16,6,0,1375,1391,2,1,2,1,1391,0,0,1391,0,0,2,0,2,1,2,5,1,0,6,2,2004,2,2,530,3,3,1,156,158,0,0,0,0,5,5,6,0,7,2008,1,1,196000
20,6,85,14331,2,3,1,1,1,1,1,24,3,3,1,1,8,5,2002,2002,4,2,15,15,2,630,2,3,3,1,3,1,1,1274,6,0,526,1800,2,1,2,1,1800,0,0,1800,1,0,2,0,3,1,2,7,1,1,2,2,2002,1,3,765,3,3,1,270,78,0,0,0,0,5,5,6,0,5,2006,1,1,312500
20,6,80,9600,2,3,1,1,1,1,1,17,3,3,1,1,7,5,1969,1969,4,2,7,7,2,168,3,3,2,3,3,4,6,0,6,0,1164,1164,2,3,2,1,1164,0,0,1164,0,0,1,1,3,1,3,6,1,0,6,2,1969,3,2,528,3,3,1,0,0,0,0,0,0,5,5,6,0,7,2006,5,1,140000
60,6,82,12438,2,3,2,1,1,1,1,23,3,3,1,4,8,5,2006,2006,4,2,15,15,2,466,1,3,3,1,2,4,6,0,6,0,1234,1234,2,1,2,1,1264,1312,0,2576,0,0,2,1,4,1,1,10,1,1,2,4,2006,1,3,666,3,3,1,324,100,0,0,0,0,5,5,6,0,7,2006,4,6,361919
190,8,76,7630,2,3,1,1,1,1,1,18,2,3,2,4,5,9,1900,1996,2,2,16,16,4,0,3,2,1,2,3,4,6,0,6,0,360,360,2,2,2,1,1032,780,0,1812,0,0,2,0,4,2,2,8,1,1,5,6,1999,3,2,672,3,3,3,344,0,40,0,0,0,5,2,6,0,5,2010,1,1,140000
20,6,70,8400,2,3,1,1,1,1,1,6,3,3,1,1,7,5,2004,2005,2,2,15,15,2,109,2,3,3,2,3,2,1,712,6,0,761,1473,2,1,2,1,1484,0,0,1484,1,0,2,0,3,1,2,7,1,0,6,2,2004,2,2,606,3,3,1,0,35,0,144,0,0,5,5,6,0,5,2010,1,1,213000
190,8,70,5600,2,3,1,1,1,1,1,10,3,3,2,4,4,5,1930,1950,4,2,15,17,4,0,4,4,4,6,6,5,7,0,7,0,0,0,2,4,1,1,372,720,0,1092,0,0,2,0,3,2,4,7,4,0,6,7,0,4,0,0,6,6,3,0,0,0,0,0,0,5,5,3,3500,7,2010,1,1,55000
20,6,0,115149,2,3,3,4,1,3,3,5,3,3,1,1,7,5,1971,2002,2,2,11,11,5,351,3,3,2,2,3,1,1,1219,6,0,424,1643,2,3,2,1,1824,0,0,1824,1,0,2,0,2,1,2,5,1,2,3,2,1971,3,2,739,3,3,1,380,48,0,0,0,0,5,5,6,0,6,2007,1,1,302000
120,6,48,6240,2,3,1,1,1,1,1,16,3,3,4,1,8,5,2006,2006,4,2,9,9,2,176,2,3,3,2,3,4,1,863,6,0,461,1324,2,1,2,1,1324,0,0,1324,1,0,2,0,2,1,2,6,1,1,2,2,2006,1,2,550,3,3,1,192,38,0,0,0,0,5,5,6,0,12,2009,1,1,254000
60,6,65,9018,2,3,2,1,1,1,1,9,3,3,1,4,7,5,2007,2007,4,2,15,15,4,0,2,3,3,2,3,2,6,0,6,0,728,728,2,1,2,1,728,728,0,1456,0,0,2,1,3,1,2,8,1,1,2,2,2007,1,2,400,3,3,1,100,24,0,0,0,0,5,5,6,0,7,2007,4,6,179540
20,6,0,7162,2,3,2,1,1,1,1,20,3,3,1,1,5,7,1966,1966,2,2,7,7,1,41,3,3,3,3,3,4,6,0,6,0,876,876,2,3,2,1,904,0,0,904,0,0,1,0,3,1,3,6,1,0,6,2,1966,3,1,408,3,3,1,0,0,0,0,0,0,5,2,6,0,12,2008,1,2,109900
30,6,56,4130,2,3,2,1,1,1,1,4,3,3,1,1,3,6,1935,2003,2,2,15,15,4,0,2,3,2,3,3,4,6,0,6,0,270,270,2,2,2,1,729,0,0,729,0,0,1,0,2,1,3,5,6,0,6,7,0,4,0,0,6,6,3,0,0,0,0,0,0,5,5,6,0,7,2008,1,1,52000
50,2,66,8712,2,2,1,3,1,1,2,10,3,3,1,2,4,7,1900,1950,2,2,9,9,4,0,3,3,5,3,3,3,6,0,6,0,859,859,2,2,2,1,859,319,0,1178,0,0,1,0,2,1,3,7,1,0,6,6,1964,2,1,384,3,3,3,68,0,98,0,0,0,5,5,6,0,1,2010,1,2,102776
120,6,40,4671,2,3,2,3,1,1,1,23,3,3,4,1,8,5,1988,1989,2,2,7,7,4,0,2,3,3,2,3,3,1,767,6,0,461,1228,2,2,2,1,1228,0,0,1228,1,0,2,0,2,1,2,5,1,1,2,2,1988,1,2,472,3,3,1,168,120,0,0,0,0,5,5,6,0,10,2008,1,1,189000
190,6,60,9873,2,3,1,1,1,1,1,4,5,3,2,1,4,5,1970,1970,2,2,7,7,2,160,3,3,2,3,3,2,2,789,6,0,171,960,3,3,1,1,960,0,0,960,1,0,1,0,3,1,3,6,1,0,6,6,1970,3,2,576,3,3,1,0,288,0,0,0,0,5,5,6,0,5,2006,1,1,129000
60,6,0,13517,2,3,2,1,1,3,1,20,9,3,1,4,6,8,1976,2005,2,2,7,11,2,289,2,3,2,3,3,4,1,533,6,0,192,725,2,1,2,1,725,754,0,1479,0,0,2,1,3,1,2,6,1,0,6,2,1976,2,2,475,3,3,1,0,44,0,0,0,0,5,5,6,0,3,2010,1,1,130500
20,6,78,10140,2,3,1,1,1,1,1,17,3,3,1,1,6,5,1974,1974,4,2,7,7,2,174,3,3,2,2,3,4,6,0,6,0,1064,1064,2,3,2,1,1350,0,0,1350,0,0,2,0,3,1,3,7,1,1,3,2,1974,2,2,478,3,3,1,0,0,0,0,0,0,5,2,6,0,8,2009,1,1,165000
70,8,60,10800,2,1,1,2,1,1,1,18,3,3,1,4,7,8,1890,1998,2,2,16,15,4,0,3,2,1,3,3,4,6,0,6,0,718,718,2,1,2,1,1576,978,0,2554,0,0,1,1,3,1,3,8,1,0,6,6,1996,3,2,704,3,3,2,0,48,143,0,0,0,5,5,6,0,7,2007,1,1,159500
20,6,80,10000,2,3,1,1,1,1,1,17,3,3,1,1,5,6,1973,2000,2,2,7,7,4,0,3,3,2,2,3,4,3,1084,6,0,92,1176,2,2,2,1,1178,0,0,1178,0,1,1,1,3,1,2,5,1,1,4,2,1973,3,2,439,3,3,1,224,0,0,0,0,0,5,2,6,0,11,2008,1,1,157000
60,6,96,10542,2,3,1,1,1,1,1,14,3,3,1,4,7,5,1993,1994,4,2,16,8,2,651,2,3,3,2,3,1,1,1173,6,0,138,1311,2,1,2,1,1325,1093,0,2418,1,0,2,1,3,1,2,9,1,1,3,2,1993,2,3,983,3,3,1,250,154,216,0,0,0,5,5,6,0,8,2008,1,1,341000
20,6,69,9920,2,3,2,1,1,1,1,6,3,3,1,1,5,6,1969,1969,2,2,7,11,4,0,3,3,2,2,3,1,2,523,6,0,448,971,2,3,2,1,971,0,0,971,0,0,1,1,3,1,3,5,1,1,5,2,1969,3,1,300,3,3,1,0,0,0,0,0,0,5,5,6,0,5,2006,1,1,128500
120,6,0,6563,2,3,2,4,1,3,2,23,3,3,1,1,8,5,1985,1985,2,2,7,7,4,0,2,3,3,2,3,1,1,1148,6,0,594,1742,2,3,2,1,1742,0,0,1742,1,0,2,0,2,1,2,5,1,1,3,2,1985,2,2,564,3,3,1,114,28,234,0,0,0,5,5,6,0,12,2006,1,1,275000
120,8,0,4426,2,3,1,1,1,1,1,6,3,3,4,1,6,5,2004,2004,2,2,15,15,2,169,2,3,3,2,3,2,1,662,6,0,186,848,2,1,2,1,848,0,0,848,1,0,1,0,1,1,2,3,1,0,6,2,2004,2,2,420,3,3,1,160,0,0,0,0,0,5,5,6,0,5,2010,1,1,143000
20,6,70,8120,2,3,1,1,1,1,1,13,3,3,1,1,4,7,1970,1970,2,2,9,9,4,0,3,2,2,3,3,4,2,191,6,0,673,864,2,1,2,1,864,0,0,864,0,0,1,0,3,1,3,5,1,0,6,6,1994,3,2,463,3,3,1,0,0,0,0,0,0,5,5,6,0,7,2009,1,1,124500
50,6,60,8172,2,3,1,1,1,1,1,8,3,3,1,2,4,6,1954,1972,2,2,9,9,4,0,3,3,3,3,3,4,6,0,6,0,941,941,2,1,2,1,997,473,0,1470,0,0,2,0,4,1,3,7,1,0,6,6,1958,3,1,548,3,3,1,0,0,0,0,156,0,5,5,6,0,5,2008,1,1,135000
20,6,86,13286,2,3,2,1,1,1,1,8,3,3,1,1,9,5,2007,2008,4,2,6,6,5,340,1,3,3,1,3,4,1,1234,6,0,464,1698,2,1,2,1,1698,0,0,1698,1,0,2,0,3,1,1,8,1,1,2,2,2007,1,3,768,3,3,1,327,64,0,0,0,0,5,5,6,0,2,2009,1,1,320000
20,6,60,6960,2,3,1,1,1,1,1,13,3,3,1,1,4,6,1970,1970,2,2,7,11,4,0,3,3,2,3,3,4,2,375,3,239,250,864,2,3,2,1,864,0,0,864,0,0,1,0,3,1,2,5,1,0,6,6,1989,3,2,660,3,3,1,96,0,0,0,0,0,5,5,4,500,11,2009,1,1,120500
20,6,0,21695,2,3,2,1,1,2,1,7,3,3,1,1,6,9,1988,2007,4,2,16,11,2,260,2,2,2,2,3,4,1,808,6,0,72,880,2,1,2,1,1680,0,0,1680,1,0,2,0,3,1,2,5,1,1,2,2,1988,1,2,540,3,3,1,292,44,0,182,0,0,5,5,6,0,12,2009,1,1,222000
20,6,64,7314,2,3,1,1,1,1,1,6,3,3,1,1,7,5,2007,2007,2,2,15,15,5,82,2,3,3,2,3,2,1,724,6,0,508,1232,2,1,2,1,1232,0,0,1232,1,0,2,0,2,1,2,6,1,0,6,2,2007,2,2,632,3,3,1,132,0,0,0,0,0,5,5,6,0,2,2009,1,1,194500
90,6,85,11475,2,3,1,1,1,2,1,13,3,3,3,1,5,5,1958,1958,2,2,15,15,2,95,3,3,2,3,3,4,6,0,6,0,1584,1584,2,3,2,1,1776,0,0,1776,1,0,2,0,4,2,3,9,1,0,6,6,1968,3,3,888,3,3,1,0,25,0,0,0,0,5,5,6,0,7,2009,5,2,110000
30,8,52,6240,2,1,1,1,1,1,1,10,3,3,1,2,4,5,1925,1950,2,2,9,9,4,0,3,3,2,3,3,4,3,152,6,0,628,780,2,3,2,2,848,0,360,1208,0,0,1,0,2,1,3,5,1,0,6,6,1962,3,2,539,3,3,1,0,23,112,0,0,0,5,5,6,0,1,2009,1,1,103000
120,6,39,5389,2,3,2,1,1,1,1,23,3,3,4,1,8,5,1995,1996,2,2,6,6,4,0,2,3,3,2,3,4,1,1180,6,0,415,1595,2,1,2,1,1616,0,0,1616,1,0,2,0,2,1,2,5,1,1,3,2,1995,2,2,608,3,3,1,237,152,0,0,0,0,5,5,6,0,3,2010,1,1,236500
80,6,73,9590,2,3,2,1,1,2,1,24,3,3,1,8,7,5,2003,2003,2,2,15,15,2,442,2,3,3,1,3,2,1,786,6,0,82,868,2,1,2,1,1146,0,0,1146,1,0,2,0,3,1,2,6,1,1,2,2,2003,1,2,438,3,3,1,160,22,0,0,0,0,5,5,6,0,5,2007,1,1,187500
60,6,75,11404,2,3,2,1,1,1,1,6,3,3,1,4,7,5,1998,1999,2,2,15,15,2,202,2,3,3,2,3,2,2,252,6,0,901,1153,2,1,2,1,1153,878,0,2031,0,0,2,1,3,1,2,8,1,1,3,2,1998,1,2,541,3,3,1,192,84,0,0,0,0,5,5,6,0,7,2008,1,1,222500
20,6,80,10000,2,3,1,1,1,2,1,20,2,3,1,1,5,6,1961,1983,4,2,7,7,4,0,3,3,2,3,3,4,3,594,6,0,270,864,2,1,2,1,1144,0,0,1144,1,0,1,0,3,1,3,6,1,1,3,2,1961,2,1,264,3,3,1,165,0,0,0,0,0,5,3,4,400,3,2009,1,1,131400
20,6,0,8978,2,3,2,1,1,2,1,20,3,3,1,1,5,5,1968,1968,2,2,11,11,4,0,3,3,3,3,3,4,6,0,6,0,948,948,2,3,2,1,948,0,0,948,0,0,1,0,3,1,3,6,1,0,6,2,1968,3,1,300,3,3,1,147,0,0,0,0,0,5,5,6,0,5,2007,1,5,108000
75,8,60,10800,2,3,1,1,1,1,1,18,3,3,1,6,7,7,1914,1970,2,2,16,16,4,0,3,3,1,2,3,3,4,390,6,0,490,880,3,4,1,1,880,888,0,1768,0,0,1,1,2,1,3,6,1,2,3,6,1914,3,2,320,3,3,3,0,341,0,0,0,0,5,5,6,0,10,2006,1,1,163000
90,6,60,8544,2,3,1,1,1,1,1,13,3,3,3,1,3,4,1950,1950,2,2,14,13,4,0,3,3,2,6,6,5,7,0,7,0,0,0,2,2,1,3,1040,0,0,1040,0,0,2,0,2,2,3,6,1,0,6,6,1949,3,2,400,3,3,1,0,0,0,0,0,0,5,5,6,0,7,2006,1,1,93500
60,6,72,10463,2,3,2,3,1,3,1,9,3,3,1,4,8,5,2005,2005,2,2,15,15,4,0,2,3,3,2,3,4,6,0,6,0,893,893,2,1,2,1,901,900,0,1801,0,0,2,1,3,1,2,8,1,1,2,2,2005,1,3,800,3,3,1,0,116,0,0,0,0,5,5,6,0,6,2006,1,1,239900
90,6,60,10800,2,3,1,1,1,1,1,8,3,3,3,1,5,5,1987,1988,2,2,11,11,4,0,3,3,2,2,2,1,1,1200,6,0,0,1200,2,3,2,1,1200,0,0,1200,3,0,3,0,3,1,3,5,1,0,6,7,0,4,0,0,6,6,1,120,0,0,0,0,0,5,5,6,0,3,2009,1,4,179000
60,6,65,9313,2,3,2,1,1,1,1,6,3,3,1,4,7,5,2004,2004,2,2,15,15,4,0,2,3,3,2,3,4,6,0,6,0,864,864,2,1,2,1,864,864,0,1728,0,0,2,1,3,1,2,7,1,0,6,2,2004,2,2,572,3,3,1,187,56,0,0,0,0,5,5,6,0,4,2009,1,1,190000
70,8,60,9600,2,1,1,1,1,1,1,18,3,3,1,4,5,7,1910,2002,2,2,16,17,4,0,3,2,1,4,4,4,6,0,6,0,264,264,2,1,2,1,768,664,0,1432,0,0,2,0,2,1,3,7,1,0,6,6,1910,3,2,360,3,2,1,270,0,112,0,0,0,5,1,6,0,5,2007,1,2,132000
20,6,65,6768,2,3,2,1,1,1,1,20,2,3,1,1,6,8,1961,1996,4,2,7,7,4,0,3,2,2,3,3,3,1,832,6,0,80,912,2,2,2,1,912,0,0,912,1,1,1,0,3,1,2,5,1,0,6,6,1962,3,1,288,3,3,1,168,0,0,0,0,0,5,1,6,0,5,2008,1,1,142000
20,6,65,8450,2,3,1,1,1,1,1,21,3,3,1,1,7,5,2000,2001,2,2,15,15,2,108,3,3,3,2,3,4,6,0,6,0,1349,1349,2,1,2,1,1349,0,0,1349,0,0,2,0,3,1,3,6,1,0,6,2,2000,3,2,539,3,3,1,120,55,0,0,0,0,5,1,6,0,12,2007,1,1,179000
80,6,70,12886,2,3,2,1,1,1,1,20,3,3,1,8,5,6,1963,1999,2,2,7,7,4,0,3,3,2,2,3,2,2,444,6,0,76,520,2,1,2,1,1464,0,0,1464,0,1,2,0,3,1,3,6,3,1,3,2,1997,2,2,480,3,3,1,302,0,0,0,100,0,5,5,6,0,10,2009,1,1,175000
120,6,41,5395,2,3,2,3,1,1,1,23,3,3,4,1,8,5,1993,1993,2,2,7,7,4,0,2,3,3,2,3,4,1,733,6,0,604,1337,2,2,2,1,1337,0,0,1337,1,0,2,0,2,1,2,5,1,1,3,2,1993,2,2,462,3,3,1,96,0,70,168,0,0,5,5,6,0,10,2008,1,1,180000
60,6,0,8963,2,3,2,1,1,1,1,17,3,3,1,4,8,9,1976,1996,4,2,15,15,2,289,1,2,2,3,2,4,1,575,2,80,487,1142,2,1,2,1,1175,1540,0,2715,0,1,3,1,4,1,2,11,1,2,3,4,1994,1,2,831,3,3,1,0,204,0,0,0,0,5,5,6,0,7,2008,1,1,299800
60,6,0,8795,2,3,2,1,1,1,1,9,3,3,1,4,7,5,2000,2000,2,2,15,15,4,0,2,3,3,2,3,4,1,300,6,0,652,952,2,1,2,1,980,1276,0,2256,0,0,2,1,4,1,2,8,1,1,3,4,2000,1,2,554,3,3,1,224,54,0,0,0,0,5,5,6,0,4,2009,1,1,236000
70,8,65,11700,2,2,2,1,1,2,1,18,3,3,1,4,7,7,1880,2003,5,2,14,14,4,0,2,3,5,3,4,4,6,0,6,0,1240,1240,3,3,1,1,1320,1320,0,2640,0,0,1,1,4,1,2,8,1,1,2,6,1950,3,4,864,3,3,3,181,0,386,0,0,0,5,5,6,0,5,2009,1,1,265979
20,6,59,10593,2,3,2,1,1,1,1,14,3,3,1,1,7,5,1996,1996,4,2,15,15,2,338,2,3,3,2,3,4,1,919,6,0,801,1720,2,1,2,1,1720,0,0,1720,1,0,2,0,3,1,2,7,1,1,3,2,1996,1,2,527,3,3,1,240,56,154,0,0,0,5,5,6,0,3,2010,1,1,260400
50,6,50,8405,2,3,1,1,1,1,1,8,3,3,1,2,4,3,1945,1950,2,2,17,17,4,0,3,3,4,6,6,5,7,0,7,0,0,0,6,3,1,3,1088,441,0,1529,0,0,2,0,4,1,3,9,4,0,6,6,1945,3,1,240,3,3,3,92,0,185,0,0,0,5,5,6,0,4,2009,1,1,98000
50,8,55,8800,2,1,1,1,1,2,1,18,3,3,1,2,4,7,1910,2004,2,2,16,16,4,0,3,3,1,3,4,4,6,0,6,0,576,576,2,2,2,1,792,348,0,1140,0,0,1,0,3,1,3,7,3,0,6,7,0,4,0,0,6,6,3,0,160,0,0,0,0,5,5,6,0,6,2010,1,1,96500
60,6,0,7750,2,3,1,1,1,1,1,9,5,3,1,4,7,5,2003,2003,2,2,15,15,4,0,2,3,3,2,3,4,6,0,6,0,660,660,2,1,2,1,660,660,0,1320,0,0,2,1,3,1,2,6,1,0,6,2,2003,1,2,400,3,3,1,0,48,0,0,0,0,5,5,6,0,8,2007,1,1,162000
20,6,79,9236,2,3,2,1,1,1,1,6,3,3,1,1,6,5,1997,1997,2,2,15,15,4,0,3,2,3,2,3,1,1,1200,6,0,279,1479,2,1,2,1,1494,0,0,1494,1,0,2,0,3,1,2,6,1,0,6,2,1997,2,2,576,3,3,1,168,27,0,0,0,0,5,5,6,0,7,2006,1,1,217000
60,6,80,10240,2,3,1,1,1,1,1,16,3,3,1,4,8,5,2005,2005,2,2,15,15,2,178,2,3,3,2,3,3,6,0,6,0,1030,1030,2,2,2,1,1038,1060,0,2098,0,0,2,1,3,1,1,8,1,1,2,2,2005,2,3,878,3,3,1,192,52,0,0,0,0,5,5,6,0,3,2006,1,1,275500
20,6,61,7930,2,3,1,1,1,1,1,13,3,3,1,1,6,8,1969,2005,2,2,11,11,4,0,3,3,2,3,3,4,1,439,5,472,115,1026,2,2,2,1,1026,0,0,1026,1,0,1,0,3,1,2,5,1,0,6,6,1969,2,2,440,3,3,1,171,48,0,0,0,0,5,5,6,0,7,2009,1,1,156000
160,3,34,3230,2,2,1,1,1,1,1,22,3,3,4,4,6,5,1999,1999,2,2,9,9,2,894,3,3,3,2,3,4,1,381,6,0,348,729,2,2,2,1,742,729,0,1471,0,0,2,1,3,1,3,6,1,0,6,6,1999,3,2,440,3,3,1,0,24,0,0,0,0,5,5,6,0,3,2009,1,1,172500
60,6,68,10769,2,3,2,1,1,1,1,6,3,3,1,4,8,5,2007,2007,2,2,15,15,4,0,2,3,3,2,3,2,1,20,6,0,846,866,2,1,2,1,866,902,0,1768,0,0,2,1,3,1,2,7,1,0,6,2,2007,2,2,578,3,3,1,144,105,0,0,0,0,5,5,6,0,4,2009,1,1,212000
